Frame,Coverage [%],Cell Density [bacteria/pixel^2],Cell Density [bacteria/micron^2]
105,60.32174963307241,0.0008286925911203522,0.19614025825333778
106,60.202115949119374,0.0008253481989970645,0.19534868615315135
107,60.080380075831705,0.0008308425574853229,0.19664912603202905
108,59.960173067514674,0.000824392658390411,0.19512252269595523
109,60.0439739787182,0.0008241537732387475,0.1950659818316562
110,59.867103412426616,0.000829170361423679,0.19625333998193584
111,59.84450487707925,0.0008222426920254404,0.19461365491726396
112,59.891756360078276,0.0008203316108121331,0.1941613280028717
113,59.768658841426124,0.0008203316108121331,0.1941613280028717
114,59.87405497034002,0.0008177038741438356,0.19353937849558236
115,59.75191299229452,0.0008184205295988259,0.19370900108847947
116,59.82959844361546,0.0008248704286937377,0.1952356044245533
117,59.641667494801865,0.0008081484680772994,0.19127774392362112
118,59.9295002140411,0.0008196149553571429,0.19399170540997462
119,59.66615322284736,0.0008248704286937377,0.1952356044245533
120,59.70781479329745,0.0008272592802103718,0.1958010130675436
